shared name	CAN_name	CAN_molecularFormula	CAN_adduct	CAN_most specific class	CAN_level 5	CAN_subclass	CAN_class	CAN_superclass	CAN_all classifications
4091	3159_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_4091	C29H60N6O3	[M - H2O - H]-	N-acyl amines	N-acyl amines	Fatty amides	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Carboximidamides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4370	3366_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_4370	C40H81N7O8	[M - H4O2 - H]-	Alpha amino acids and derivatives	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3948	3047_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_3948	C18H20ClI3N2O7	[M + Br]-	Iodobenzenes	Iodobenzenes	Halobenzenes	Benzene and substituted derivatives	Benzenoids	Organic compounds; Halobenzenes; Alcohols and polyols; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Alkyl chlorides; Aryl iodides; Iodobenzenes; Organochlorides; Organoiodides; Secondary alcohols; Benzene and substituted derivatives; Benzenoids; Halohydrins; Chlorohydrins; Alkyl halides; Vinyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
611	375_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_611	C18H36O3	[M - H]-	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3304	2543_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_3304	C30H56O5	[M - H2O - H]-	Very long-chain fatty acids	Very long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Very long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
2719	2087_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_2719	C53H99NO5	[M + Cl]-	Ceramides		Ceramides	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4405	3394_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_4405	C39H71N3O4S	[M - H4O2 - H]-	Sphingolipids			Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3830	2968_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_3830	C27H54N6O5	[M - H4O2 - H]-	Peptides	Peptides	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4975	3849_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_4975	C20H22O11	[M - H]-	Phenolic glycosides	Glycosyl compounds	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Benzopyrans; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; C-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
4158	3219_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_4158	C56H107NO7	[M - H]-	Glycosyl-N-acylsphingosines	Neutral glycosphingolipids	Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Neutral glycosphingolipids; Simple glycosylceramides; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Glycosphingolipids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Glycosyl-N-acylsphingosines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2861	2189_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_2861	C56H107NO7	[M - H]-	Glycosyl-N-acylsphingosines	Neutral glycosphingolipids	Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Neutral glycosphingolipids; Simple glycosylceramides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Glycosphingolipids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Glycosyl-N-acylsphingosines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4791	3719_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_4791	C40H77NO4	[M + Cl]-	Ceramides		Ceramides	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
7662	5624_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_7662	C36H78O11	[M - H4O2 - H]-	Fatty alcohols		Fatty alcohols	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Fatty alcohols; Monosaccharides; Acetals; Secondary alcohols; Polyols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
2363	1848_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_2363	C50H105NO7	[M - H4O2 - H]-	Phytoceramides	Phytoceramides	Ceramides	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Phytoceramides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
6248	4713_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_6248	C36H71NO6	[M - H]-	Ceramides		Ceramides	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Hydroxy fatty acids; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4155	3217_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_4155	C36H66O6	[M - H4O2 - H]-	Lineolic acids and derivatives		Lineolic acids and derivatives	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Unsaturated fatty acids; Dicarboxylic acids and derivatives; Lineolic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
694	440_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_694	C42H84N4O3	[M + Cl]-	Ceramides		Ceramides	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Organic zwitterions; Organic 1,3-dipolar compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3271	2513_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_3271	C44H87NO6	[M - H]-	Glycosyl-N-acylsphingosines	Neutral glycosphingolipids	Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Neutral glycosphingolipids; Simple glycosylceramides; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Alkyl glycosides; Polyols; Glycosphingolipids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Glycosyl-N-acylsphingosines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4999	3866_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_4999	C35H70O8	[M - H2O - H]-	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
26	16_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_26	C9H19BN2O5	[M - H4O2 - H]-	Alpha amino acids	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Boronic acids; Organometallic compounds; Monoalkylamines; Boronic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Organometalloid compounds; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organoboron compounds; Organic salts; Fatty Acyls; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Alkylboranes; Monoalkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
79	59_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_79	C15H34O4S	[M - H2O - H]-	Alkanesulfonic acids	Alkanesulfonic acids and derivatives	Organosulfonic acids and derivatives	Organic sulfonic acids and derivatives	Organic acids and derivatives	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organosulfonic acids and derivatives; Sulfonyls; Organosulfonic acids; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities
7297	5437_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_7297	C31H67N2O3PS	[M - H2O - H]-	N-acyl amines	N-acyl amines	Fatty amides	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
